No,region,경도,위도
203,송내11길 17,129.363116383091,35.591090894043
204,원천상길 7-1,129.220831140921,35.5620747417303
205,사평로 108-133,129.333150615185,35.4966177238041
206,물목길 23,129.457749547942,35.5542907924526
207,번덕8길 93,129.427761072822,35.5011350108665
208,북부순환도로 864,129.344523540591,35.5804002550959
209,반구정13길 45,129.346179536147,35.5576398004115
210,학문로 95,129.418765995805,35.5036692364471
211,진장13길 8,129.358371919679,35.5615398593192
212,해오름15길 46-1,129.343789956966,35.5618774063181
213,돋질로 285,129.336273789334,35.544585792976
214,병영성9길 13,129.343654607737,35.5752298947201
215,한결길 48,129.316418407875,35.5581045993653
216,구영로 104,129.241655534595,35.57321506067
217,수암로 88,129.317190301023,35.5294446294417
218,푸름길 72,129.326209567306,35.5612633908711
219,약수2길 71,129.350309076204,35.6471902245724
220,웃방천5길 20,129.110790839999,35.5694673139089
221,월봉8길 6,127.115332622834,36.7888084627126
222,삼호로11번길 4-14,129.266585780518,35.5500419189678
223,신기8길 49,129.296313725498,35.5509179038122
224,상북로 297,129.089061109051,35.5909772267183
225,산록길 37,129.421602121247,35.515443671263
226,문재5길 25,129.415766928251,35.4855975689329
227,새납길 136,129.419461999349,35.5287343201047
228,당산4길 106,129.315896830037,35.5547417004809
229,단장3길 17-6,129.333665999338,35.5684992838091
230,문현로 64-2,129.411918782714,35.4829333658231
231,여천로66번길 7,129.341324842855,35.523316902382
232,수암로 280-2,129.33505960019,35.5216481490966
233,구루미2길 58,129.269708785569,35.5585740827376
234,연답1길 16,129.166352088366,35.4423416730938
235,월평로159번길 9,129.322204731744,35.5456223603157
236,당산길 56,126.628093045915,35.4297446227564
237,다슬길 28,129.318969554623,35.5591993275262
238,녹수8길 69,129.430842133829,35.515581849914
239,가람지2길 3-2,129.211961414435,35.431312186128
240,상대3길 5,128.514297970186,35.5783297669922
241,남창강변로 48,129.281207229384,35.4153195576155
242,명정8길 9,129.287436172353,35.5538229396227
243,양달길 46,129.070257559772,36.006436253199
244,수암로294번길 6-1,129.335932513518,35.5201762108872
245,대송11길 55,129.422863161301,35.5019289912242
246,옥류로 42,129.426270154798,35.5424529102104
248,방기7길 17-12,129.080961532724,35.5094367117604
249,명촌8길 8,129.357428783944,35.5563364807855
251,보삼마을길 7,129.132698205247,35.4793208551375
252,진성2길 49,129.426971597101,35.5114635059998
253,대송7가길 19,129.420051781522,35.5020152500196
254,정주권로 295,129.183174907667,35.4600716102015
255,농공단지5길 33,129.316243217856,35.6415787036286
256,두왕로272번길 25,129.313044425287,35.5275200976439
257,운곡길 22,129.27646959213,35.5574288659383
258,능골1길 25-3,129.121880197007,35.5808465945052
259,당산4길 121-2,129.317090742307,35.55548638829
260,곡연1길 9-6,129.200901666072,35.5743209300448
261,해오름19길 8,129.343797780192,35.5599074915359
262,평산로 28-1,129.338946018395,35.569336566831
263,음달길 38-6,129.26498859044,35.4068903191423
264,우정길 20,129.314167327537,35.5617048878643
265,연안8길 23-12,129.284563423434,35.407605123234
266,원신온길 34,129.312613659781,35.4309967756263
267,수암로318번길 24-1,129.337293038525,35.5182316564564
268,새동네길 17,128.460952025924,36.6455833733738
269,수암로115번길 6-33,129.320966608757,35.5290135270237
270,수암로196번길 37-8,129.329904462059,35.5233050447232
271,구교11길 22,129.340480226999,35.5629917730091
272,덕신로 229,129.306724829873,35.4338951304484
273,학산로 10-4,129.330337402971,35.5561910812893
274,문수로 352,129.291773861296,35.5345381586294
275,수암로224번길 43-20,129.330852281749,35.5208538609497
276,온산로 856,129.309011110883,35.5025941512821
277,방기4길 25,129.086166854872,35.5090951972719
278,어은로4번길 19,129.275594245157,35.5493046431887
279,수암로268번길 18,129.332624232298,35.5206060728028
280,옥교6길 37-5,129.327619060391,35.5534196134507
281,신온2길 17-8,129.311272177933,35.4313964559802
282,돋질로433번길 7,129.352294798519,35.5438845248434
283,대송11길 17-1,129.42229502016,35.4997852591995
284,대학로33번길 30-35,129.254040253997,35.541098085225
285,곽남16길 60,129.342938031565,35.5728031822984
286,당월로 216-51,129.351785897112,35.4254113781786
288,화합로 34-5,129.343261927678,35.5282627559442
289,산양길 42-14,127.872727041491,35.8258028375667
290,대송1길 78-1,129.423389291374,35.4988428717457
291,중앙로 228,126.558611766193,33.2648783735316
292,반구정10길 19,129.342849917055,35.5561419623949
293,남중로108번길 5,129.348827537758,35.5440098713682
294,신선로 92,129.32240570322,35.5218409566749
295,내황13길 25-16,129.347785275822,35.5542038879597
296,명촌1길 17-5,129.360041653084,35.559460472774
297,이전장성3길 10,129.220203028605,35.6450751149874
298,대학길 75,126.660841881679,36.5760552856299
299,화합로134번길 10,129.341382849434,35.5365673504752
300,꽃동산길 7-2,129.180426978064,35.4594481700962
301,산업로355번길 35,129.336824577737,35.5171750053828
302,후리2길 12-4,128.130715125174,38.3179616570494
303,화봉로 144,129.369814667948,35.5839761600499
304,진성5길 31,129.427708173077,35.5075924093765
305,중앙로251번길 6-1,129.309522771748,35.5430186926784
306,화산로 110-24,129.330835689159,35.4200494895964
307,상정2길 7-1,129.266005026941,35.4937555440034
308,운곡5길 15,129.272744737819,35.5594670501333
309,양지1길 26-1,129.137463180024,35.5072502946677
310,명촌8길 34,129.357117663618,35.5540406299436
312,돋질로257번길 10-1,129.332436716722,35.5453798138503
313,달천진덕골길 40,129.310547979509,35.626700414265
314,고복수3길 21,129.345012517249,35.5728047952645
315,덕산2길 8-5,128.112812570282,36.341142660333
316,돋질로 351,129.343348055483,35.5440270715524
317,신온2길 5,129.310312696358,35.4317867872857
318,대송로 96,129.423838133865,35.4997741775712
319,달삼로32번길 9-6,129.333240568577,35.5349497125916
320,반구정10길 9,129.342039070649,35.5562868786442
321,구수길 50,127.08484385977,35.1518236783206
322,삼산중로84번길 5-2,129.33634313634,35.5409516443918
323,덕신로 302-2,129.314511931584,35.4339595338359
324,헌양길 274,129.111357591654,35.5696120987397
325,화정7길 40,129.425553373899,35.4964446017247
326,거마로 57,129.297631545584,35.5391388613341
327,신복로35번길 6,129.258007199143,35.5489529803437
328,남부순환도로47번길 4-2,129.264651666627,35.5450947442979
329,종가2길 5-13,129.296339017941,35.560257237944
330,내고산길 25-82,129.256192419975,35.4442269505591
331,옛장터2길 10,129.123618475351,35.5636308059705
332,대밭골길 18,129.221914477152,35.4390068529481
333,동산길 36-6,126.920712109827,35.457298679912
334,옥교7길 33,129.32872292726,35.5533532881872
335,신덕하1길 12-1,129.306377342317,35.4926519661853
336,송내13길 1,129.361110584455,35.5936469987956
337,제내4길 35,129.3526689981,35.635507511148
338,상방5길 24-9,129.367364724106,35.5823130210013
339,신흥1길 13-3,129.133473288503,35.5760633129746
340,대학로5번길 5-1,129.253239880143,35.5373674947272
341,다운5길 50,129.266614651736,35.5653808751176
342,남창1길 40-3,129.28012193891,35.4175984237942
343,웅촌로 515,129.219041072548,35.4740474793036
344,무학1길 2,127.925547286999,36.9752296320452
345,양동1길 38-5,126.379190469985,34.7980137467868
346,성안8길 19,129.319151755536,35.5781887109552
347,문수로437번길 9-1,129.301236360184,35.5343674118422
348,상동길 41,126.409241593734,34.8173941569035
349,산전후리로 40-5,129.082980788389,35.5897500208319
350,대가천길 1,129.087381693433,35.5282345178088
351,중앙로223번길 13,126.987194351761,37.7953610502301
352,대리1길 16,128.992690923928,35.4758523563763
353,차일3길 80-6,129.363623164917,35.615465901912
354,군분로23번길 22,126.892945944234,35.1349485079023
355,거진길41번길 41-14,126.87028952607,35.2182797672799
356,맥동길 47-3,126.752763457821,35.2013756263365
357,쌍촌로47번길 21-2,126.862398219895,35.148676076679
358,금남로 89,126.905346011512,35.1570323510148
359,사암로118번길 33,126.809278822661,35.1549240310016
360,용봉로90번길 12,126.907220591285,35.172082849456
361,서문대로812번길 5-1,126.900520028229,35.1309889418388
362,발산로45번길 17,126.893079532198,35.1590941332707
363,증심천로33번길 9-8,126.932946093589,35.131161228909
364,하서로 818,126.898018885238,35.2421254351507
365,용주로 27,129.181183201163,35.4287948643432
366,매곡로 51,129.352332455201,35.6382460256173
367,임방울대로 492,126.820110224283,35.2034307150375
368,어등대로647번길 60-5,126.795509840951,35.1445446464408
369,백운로 9-1,126.909114063318,35.1349048848773
370,동운로 116,126.863749127259,35.1746025788402
371,동산길7번길 35,126.949304445442,35.1304684066232
372,하신마을길45번길 22,126.895140396734,35.2475212280166
373,신흥동안길 39-1,126.701722933191,35.9857683272746
374,산정로61번길 25,126.803814094892,35.171411846558
375,동문대로69번길 16,126.921268965469,35.1711832554815
376,신창로86번길 8-7,126.837782081189,35.1925189663789
377,참판로 11-4,126.927125181674,35.1607657520552
378,화운로155번길 12-6,126.875553737992,35.1528978356506
379,상무대로916번길 20-3,126.862388968025,35.1491584390942
381,천변우로257번길 51-2,126.905105574854,35.1565929423759
382,동문대로111번길 62,126.921959589479,35.17425504789
383,임곡신촌길 29-5,126.774375601147,35.221767100713
384,동곡송정길 69-1,126.793044180747,35.1034884044234
385,신창로48번길 30-8,126.83853113813,35.189369831486
386,버들로19번길 10-1,126.908687658242,35.1583787203995
387,산정공원로28번길 7-2,126.806809609551,35.1704010920295
388,신장2길 45-2,126.820567646775,35.0586414142953
389,회서로22번가길 7-1,126.892720428512,35.1309501104189
390,면앙로79번길 50-7,126.921953810568,35.1790583883542
391,임곡로 516-9,126.790064746845,35.2127638942956
392,용전마을길42번길 19-4,126.897735219971,35.2384965187687
393,학동길 27,127.66938300185,34.7645580599654
394,산정공원로28번길 33-14,126.807451053798,35.1715760645709
395,서강로 38,126.871107928311,35.1748348745309
396,용연길 39,126.642623694365,34.9228545114909
397,천변좌하로660번길 16-3,126.88222928018,35.1671131322126
398,신촌샛강길 113-4,126.959929141958,35.1751200952808
399,동산길 87-16,126.72132514577,35.1145600659292
400,설죽로370번길 10-5,126.899878298097,35.1924963559567
401,경양로271번길 7-1,126.919345637942,35.156048867301
402,벽파정길 56,126.768343174788,35.2049359593976
403,풍영로229번길 41,126.811808117297,35.1919954351422
404,왕버들로 59,126.817317521872,35.2026332345321
405,필문대로205번길 27-21,126.933991395017,35.1529892529396
406,중앙로 20,126.524565026677,33.5166645373529
407,본량황산길 56-3,126.716360064939,35.179780024938
408,내동송동길 23-6,127.374778160397,36.3330265439613
409,천변우하로 507,126.874851646687,35.1705035504257
411,무등로 379,126.9243217354,35.1605820408529
412,군분로23번길 12-2,126.893731182516,35.1353663222217
413,유덕로 85,126.84546396395,35.1654836544314
414,덕남길 100,128.582062661659,35.6971641715248
415,서방로39번길 76,126.918057018393,35.1760821461332
416,원마륵2길 16-16,126.837660321857,35.1448995985808
417,경양로 165,126.909914367909,35.1605145266515
418,필문대로206번길 6-47,126.930512171979,35.1537267760269
419,천변좌로542번길 5,126.923121599446,35.1330499302154
420,남문로 663,126.929319699871,35.1299043565799
421,회재로 1105,126.882716155297,35.1288229366517
422,도산로9번길 46-5,126.789659298581,35.1278957608564
423,구촌반촌길 231-21,126.848950418793,35.1905236569152
424,용봉로42번길 5-4,126.901613014449,35.1710733246869
425,월드컵4강로158번길 17-5,126.87220788667,35.1506704709024
426,문화전당로35번길 38,126.915426713798,35.1442510386799
427,필문대로29번길 24,126.92331175044,35.1652237200856
428,시청로20번길 19,126.853955931461,35.1504861594046
429,대남대로 348,126.892998145454,35.1427034432072
430,태봉길21번길 18-5,126.941695277563,35.1299800324163
431,팽호길 103-4,126.784063661134,35.1080001306769
432,천변좌하로584번길 25-5,126.877030574615,35.1675499833173
433,중흥로91번길 17,126.90435650452,35.1643565377025
434,화운로314번길 11-25,126.878449754902,35.1677367118496
435,운신북길 153-2,126.881943610739,35.1723884297046
436,화산로 362,126.933167150035,35.1198512073735
437,동명로14번길 45-13,126.927602111681,35.1498934352443
438,남문로 689,126.928301780519,35.1322620376691
439,화정로253번길 51-13,126.88043313244,35.1507371556398
440,화운로99번길 14,126.878229543484,35.1490568139168
441,백서로167번길 13-1,126.922242000038,35.1444162765921
442,산정로38번길 7-20,126.804700989258,35.1706721395925
443,월드컵4강로197번길 53,126.863757188691,35.1525037350936
444,문화전당로23번길 5-23,126.919663373757,35.143679883538
445,예술길 18,126.838394973488,37.3308684016633
446,시산1길 34,126.97725813879,35.322275107903
447,우치로275번길 37,126.903299516244,35.1892743581977
448,대남대로350번길 60-1,126.894712426923,35.1477417311556
449,서암대로 303,126.916842840792,35.1656850829064
450,중흥로 71,127.503834450176,36.6119976185622
451,용연길24번길 9,126.963933582762,35.0935709360924
452,삼각외촌길 43-10,126.905971567756,35.201872501685
453,서당골길 19-1,126.905745967814,35.1464663300231
454,봉선로9번길 24-4,126.904990070689,35.1323842715615
455,중문로 6,126.423967481512,33.2521573075526
456,무진대로 486,126.833968725669,35.1607655263317
457,산정공원로82번길 2,126.806552028788,35.1747160367102
458,화운로 126,126.878236765268,35.1504599020889
459,목련로 142,126.813328055428,35.1716708382
460,용주로34번길 23-3,126.902391875365,35.1813141842613
461,산수길35번길 21,126.926271621764,35.1581972636932
462,용아로297번길 68,126.799181793603,35.1700839873882
463,경양로224번길 9-20,126.915252834739,35.1571400833861
464,화산로351번길 2,126.932234214076,35.1201660467465
465,광복마을길 115-5,126.895852344132,35.1279306149552
466,화운로303번길 20-15,126.875219546049,35.1669112690056
468,천변좌로558번길 13,126.923426043003,35.1320901573575
469,서방로39번길 52-4,126.918397426545,35.1750233792769
470,화정로138번길 45-16,126.87268886081,35.1410139082262
471,상무버들로53번길 20-7,126.856923805111,35.1634575945807
472,참판로 15-9,126.927053600725,35.1612811887321
473,서문대로749번나길 26-4,126.895793932535,35.1283198616255
474,광산로20번길 56,126.796024383931,35.1363448712906
475,동운로 206,126.872672281184,35.1741081011651
476,무등로306번길 25-24,126.915940033946,35.1597835893561
477,경열로233번길 23-5,126.905496032787,35.1601656071109
478,천변우하로 511-1,126.875283346818,35.1706725921786
479,구성로 195-2,126.914069419798,35.15327146161
480,상무대로868번길 21-1,126.857722689553,35.1481671685138
481,광천시장길 7-8,126.881375854145,35.1644298214882
482,무진대로903번길 8,126.87945169964,35.1625994443834
483,중앙로 73-2,128.417660472746,34.8411483388397
484,덕림남길 38-11,126.901902056205,35.1454663616162
485,학소로86번안길 10-21,126.935298374932,35.129380514718
486,대자로 48-4,126.877505409979,35.1731519857753
487,새터마을길 87,126.909239562411,35.1923277797122
488,경열로 93-1,126.896133893411,35.1522293947516
489,운천로92번길 3,126.859058361357,35.1409353660382
490,동운로 118,126.863537779075,35.1745112985724
491,오룡동안길 77,127.151351659286,36.8050729148256
492,백서로125번길 34-2,126.917656556366,35.1448325558744
493,상무대로884번길 7-3,126.859229074058,35.1496169669094
494,야평길 2,126.866487701028,35.0901126840573
495,북문대로 234,126.866875767552,35.1869668219952
496,저불로70번길 13,126.897069449485,35.1806530089912
497,노안삼도로 763,126.6842881884,35.1089423754495
498,풍영로229번안길 8,126.813507695682,35.1929094802317
499,신가번영로56번길 32-1,126.828706644276,35.1798759200757
500,수등로76번길 45,126.817232939672,35.1820597113935
501,남문로701번길 12-7,126.926791030848,35.1329645466273
502,석교길 80-9,126.815745884169,35.0931299985975
503,경양로223번길 15-1,126.916574730195,35.1596063066277
504,사암로 764-26,126.817615769249,35.209659996633
505,평동산단로 239-25,126.764990236204,35.1273771627328
506,수완로106번길 50-7,126.831712120384,35.1930771333675
507,회서로52번길 19,126.896787118169,35.1276800876118
508,진곡산단중앙로 55,126.788323801925,35.1940598293562
509,필문대로191번길 10-4,126.932392662726,35.1531747390052
510,소태길3번길 4,126.933831323821,35.1216126482894
511,동명로 63-6,126.927347216056,35.1515035801644
512,본량신흥안길 45,126.720998674024,35.1807972978277
513,금재로 37-11,126.907986691251,35.1577756638139
514,천변좌로 442,126.917307701988,35.1408245945255
515,당뫼로 61,126.914965995217,35.1714225873741
516,서암대로 92-1,126.894513052354,35.1709460699663
517,백서로175번길 5,126.923728541458,35.1441780909745
518,봉주7길 12-1,126.89052430005,35.1369660946089
519,청계로 57,128.232458814465,35.4785640870232
520,자산로29번길 8-7,126.895142905433,35.169038510571
521,신창로86번길 7-7,126.837740925778,35.1932725583601
522,평동산단2번로 43-1,129.272214009329,35.7796457924874
523,자동차로 42-1,126.901404281757,35.163128293811
524,무등로15번길 12-11,126.887047326732,35.1711114051879
525,면앙로 202-3,126.933556119401,35.1748057693729
526,유덕로 46,126.849702385463,35.1661854607654
527,오문로58번길 21,126.911325810922,35.1895859517538
528,소촌로42번길 24-17,126.795997311648,35.1484130640348
529,앰코로 2,126.853193547249,35.2180787267397
530,본동로 516-5,126.68144245396,35.1993284282106
531,화운로 96-1,126.880063404046,35.1484602654653
532,장록안길 103,126.778205325644,35.1357846892873
533,독립로 43-8,126.90115592193,35.137352729633
535,남문로622번길 22-4,126.933393400501,35.1269099552901
536,고싸움로 138,126.834350480321,35.0803914038658
537,효죽로37번길 9,126.918933589822,35.1689232279094
538,수완로74번길 29-6,126.830747697373,35.1920592042775
539,백운로26번길 15-1,126.908528152128,35.1373763121355
540,중문로20번길 42-1,126.921028464907,35.1738331125769
541,서양로41번길 8,126.90611548182,35.1706834047926
542,화정로39번길 23,126.861669625695,35.1467308736481
543,군왕로129번길 21,126.931426391534,35.1725189905549
544,신창로138번길 16-12,126.839312169862,35.1963469033188
545,매월1로62번길 19,126.860220502624,35.1107794330196
546,동문대로110번길 77,126.928967958399,35.1710394530105
547,월산로226번길 5-2,126.891275331007,35.1569868178517
548,상무대로 122,126.787607046592,35.1308629356808
549,북촌길 65-6,127.126687329847,36.5560788387266
550,서강사2안길 5,126.925567012269,35.1284862731871
551,이순길 27,126.861428253097,35.0897552165538
552,대천로139번길 8-10,126.920908473126,35.1873760976192
553,송암로24번나길 21,126.880669521965,35.1109144864085
554,증심천로33번길 8-21,126.933999181032,35.1310597498854
555,삼천공덕길 33-1,127.200088472552,35.85166834221
